ComID,ComName,Group,BizCategory,Area,Balance,Profit
000041,企業名000041,Bグループ,IT,北陸,3814714,65071
000042,企業名000042,Fグループ,衣料品,北海道,3872043,83987
000043,企業名000043,Eグループ,出版,山陽,2098201,93047
000044,企業名000044,Uグループ,流通,山陽,4005847,6328
000045,企業名000045,Eグループ,金融,東北,681923,46104
000046,企業名000046,Qグループ,流通,四国,2860616,38882
000047,企業名000047,Sグループ,流通,四国,3184435,70975
000048,企業名000048,Hグループ,自動車,関東,4835791,8900
000049,企業名000049,Vグループ,通販,山陽,602367,98428
000050,企業名000050,Wグループ,金融,関西,904588,22688
000051,企業名000051,Uグループ,自動車,関東,1585104,95020
000052,企業名000052,Qグループ,出版,東北,600642,66295
000053,企業名000053,Jグループ,医療,山陽,1854415,8493
000054,企業名000054,Eグループ,金融,東海,2087237,63656
000055,企業名000055,Iグループ,衣料品,山陽,3927490,85547
000056,企業名000056,Kグループ,出版,東北,204641,20860
000057,企業名000057,Vグループ,金融,東北,4573374,9562
000058,企業名000058,Dグループ,IT,北陸,3238808,12523
000059,企業名000059,Xグループ,旅行,北海道,2996674,60532
000060,企業名000060,Uグループ,衣料品,九州,890993,80817
000061,企業名000061,Oグループ,倉庫,北陸,4605443,34799
000062,企業名000062,Sグループ,通販,山陽,2484766,9226
000063,企業名000063,Cグループ,衣料品,九州,4142283,59929
000064,企業名000064,Gグループ,衣料品,九州,1989948,73257
000065,企業名000065,Eグループ,食品,東北,998643,10392
000066,企業名000066,Uグループ,IT,四国,2736430,87151
000067,企業名000067,Fグループ,医療,関東,93204,11704
000068,企業名000068,Jグループ,通販,関東,510242,5752
000069,企業名000069,Fグループ,出版,東海,3762628,39490
000070,企業名000070,Iグループ,通販,東北,1020919,50117
000071,企業名000071,Kグループ,IT,東海,1054760,23757
000072,企業名000072,Oグループ,出版,四国,826189,79522
000073,企業名000073,Gグループ,金融,北海道,607357,63549
000074,企業名000074,Hグループ,旅行,山陽,220680,57143
000075,企業名000075,Wグループ,流通,関西,4269985,92998
000076,企業名000076,Uグループ,医療,九州,4085120,34654
000077,企業名000077,Wグループ,金融,北陸,91578,96449
000078,企業名000078,Lグループ,衣料品,東海,1582126,33542
000079,企業名000079,Lグループ,衣料品,関西,4773890,1843
000080,企業名000080,Qグループ,流通,北陸,3120715,23332
000081,企業名000081,Uグループ,旅行,関西,1016219,37292
000082,企業名000082,Aグループ,旅行,関西,749048,76130
000083,企業名000083,Qグループ,流通,九州,1809202,86201
000084,企業名000084,Iグループ,旅行,山陽,3009630,9718
000085,企業名000085,Dグループ,通販,関東,3631437,83781
000086,企業名000086,Tグループ,金融,関東,141595,19977
000087,企業名000087,Yグループ,食品,東北,1966229,98820
000088,企業名000088,Aグループ,流通,山陽,2839927,59404
000089,企業名000089,Xグループ,自動車,北陸,2013105,33088
000090,企業名000090,Cグループ,自動車,北陸,2776941,75166
000091,企業名000091,Mグループ,倉庫,四国,2256197,76055
000092,企業名000092,Iグループ,流通,関東,2087161,80088
000093,企業名000093,Tグループ,IT,山陽,3637801,62942
000094,企業名000094,Rグループ,通販,四国,2007375,81378
000095,企業名000095,Cグループ,出版,北海道,2685870,15105
000096,企業名000096,Xグループ,医療,北陸,937371,59032
000097,企業名000097,Bグループ,通販,九州,1014530,41104
000098,企業名000098,Hグループ,旅行,東海,575276,67535
000099,企業名000099,Eグループ,倉庫,東北,574280,39438
000100,企業名000100,Uグループ,医療,東北,509114,13051
